StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PQ1,PQ2,PQ3,PQ4,PQ5,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q18,Q14,Q16,Q17,Q52,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q23,Q24,Q25,Q26#1_1,Q26#1_2,Q26#1_3,Q26#1_4,Q26#1_5,Q26#1_6,Q26#1_7,Q27,Q28,Q29,Q30,Q31,Q32,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q38_1,Q39_1,Q40_1,Q54,Q54_1,Q54_2,Q54_3,Q53_1,Q55_1,Q56_1,Q56_2,Q56_4,Q56_10,Q56_6,Q56_12,Q56_8,Q56_11,Q56_13,Q53,id,RandomID
2022-10-11 15:20:07,2022-10-11 15:45:03,IP Address,148.88.245.192,100,1495,True,2022-10-11 15:45:03,R_2V1HqcGGVoP5o5f,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,November,Female,157,The youngest of my siblings,UK,"North West, England",A-Level Grade A* / A,4,Average,A little above the average,32000,234,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,97,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,4.3,5.7,5 days,7 days,0 days,6 days,7 days,5 days,0 days,49,396,392,,,iPhone,4,30,5,45,,,Strongly disagree,Strongly disagree,...,Strongly disagree,,9,7,1,strongly agree,65,52,42,43,23,,,,,,,,,,In imperial units?,26001,648186
2022-10-11 15:19:18,2022-10-11 15:46:33,IP Address,148.88.245.140,100,1634,True,2022-10-11 15:46:33,R_3MMZxYUtul2OhD5,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Male,187,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,8,A little above the average,A little above the average,30000,250,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Not at all,Several days,More than half the days,Not at all,More than half the days,Not at all,Not at all,5.42,3.4,17.27,1 day,7 days,6 days,0 days,1 day,6 days,4 days,24,149,645,23,103,iPhone,8,30,6,30,,,..,Strongly disagree,...,...,...,8,7,4,strongly agree,30,20,25,7,8,4,1,5,6,7,2,8,3,9,in imperial units alongside a metric equivalent?,26054,160408
2022-10-11 15:27:36,2022-10-11 15:46:44,IP Address,148.88.245.32,100,1148,True,2022-10-11 15:46:44,R_ePBctNiV3Rj5eeZ,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Male,180,An only child,UK,"North West, England",GCSE grade A-C,12,Average,A little above the average,20000,750,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,25,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,8,3,8,0 days,0 days,0 days,0 days,7 days,7 days,2 days,,,,,,iPhone,5,30,5,45,,,..,Strongly disagree,..,Strongly disagree,Strongly agree,9,9,1,strongly agree,10,10,20,17,15,8,1,5,4,3,6,7,9,2,in imperial units alongside a metric equivalent?,25949,892106
2022-10-11 15:20:31,2022-10-11 15:48:31,IP Address,148.88.245.175,100,1679,True,2022-10-11 15:48:31,R_1KjofHK1ccnYOqn,,,,,54.1173,-2.4104,anonymous,EN,No,Yes,Yes,Yes,Yes,18,May,Female,162,An only child,UK,"South East, England (inc. London)",GCSE grade A-C,6,A little below average,Average,25000,225,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,86,Nearly every day,More than half the days,More than half the days,Several days,Not at all,Several days,More than half the days,7,6,8,0 days,7 days,0 days,0 days,6 days,0 days,0 days,,110,139,,,iPhone,4,30,5,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,1,3,strongly agree,55,15,35,32,2,7,1,8,5,9,2,6,4,3,in imperial units alongside a metric equivalent?,25859,134594
2022-10-11 15:32:48,2022-10-11 15:53:30,IP Address,148.88.245.232,100,1242,True,2022-10-11 15:53:30,R_31X97iYe6rHBOip,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Female,160,A middle child (I had older and younger siblings),UK,"Midlands, England",A-Level Grade B / C,3,Average,Average,30000,210,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,5,4,9,1 day,7 days,0 days,0 days,7 days,1 day,0 days,3,56,86,,,Android,1,15,,,1,30,...,...,...,...,...,,,8,strongly agree,16,13,18,13,4,4,5,1,3,6,7,8,2,9,in imperial units alongside a metric equivalent?,26009,651708
2022-10-11 15:22:31,2022-10-11 15:53:51,IP Address,148.88.245.189,100,1879,True,2022-10-11 15:53:51,R_wXEteBWiwzpMCGd,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,July,Female,160,An only child,UK,"North West, England",GCSE grade A-C,2,Average,Well below average,30000,200,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Nearly every day,More than half the days,Nearly every day,More than half the days,Nearly every day,Nearly every day,More than half the days,6,5,6,2 days,1 day,0 days,0 days,1 day,5 days,0 days,900,229,523,,,Android,10,0,,,10,0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,4,1,1,strongly disagreee,25,10,30,35,35,8,4,6,3,2,1,5,7,9,in imperial units alongside a metric equivalent?,25873,983198
2022-10-11 15:20:28,2022-10-11 16:12:09,IP Address,148.88.245.202,100,3100,True,2022-10-11 16:12:09,R_xxz1qhdZEyPSvOF,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,165,The oldest of my siblings,UK,"Midlands, England",A-Level Grade A* / A,8,A little above the average,A little below average,20000,140,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,Nearly every day,4,5,5,4 days,6 days,2 days,7 days,7 days,6 days,1 day,80,418,448,0,2,iPhone,5,0,5,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,6,6,5,strongly agree,40,30,30,30,5,,,,,,,,,,in imperial units alongside a metric equivalent?,25966,581398
2022-10-11 15:59:49,2022-10-11 16:39:36,IP Address,148.88.245.135,100,2386,True,2022-10-11 16:39:36,R_1Ok1U2QxY6bEf0m,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Female,175,The oldest of my siblings,UK,"North West, England",A-Level Grade A* / A,3,Average,Average,30000,130,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,63,Several days,Not at all,Several days,Not at all,Not at all,Several days,Several days,6.12,4.22,7.66,4 days,7 days,0 days,4 days,7 days,1 day,0 days,11,432,439,,,iPhone,4,15,4,45,,,...,...,...,...,...,5,,1,strongly agree,30,51,41,25,15,3,1,8,4,9,5,6,2,7,in imperial units alongside a metric equivalent?,26013,592332
2022-10-11 15:19:28,2022-10-11 16:44:14,IP Address,148.88.245.25,100,5086,True,2022-10-11 16:44:14,R_2PdsTE2jLzIETU8,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,170,The oldest of my siblings,UK,"North West, England",AS-Level,5,Average,Average,30000,150,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Several days,Several days,Several days,Several days,Several days,More than half the days,Not at all,5,3,10,0 days,2 days,0 days,3 days,4 days,1 day,0 days,,11,225,,,Android,4,30,,,4,45,Strongly agree,Strongly agree,Strongly agree,...,Strongly agree,5,8,2,strongly agree,50,50,34,25,25,3,1,6,4,9,8,5,2,7,in imperial units alongside a metric equivalent?,25999,643474
2022-10-11 16:32:36,2022-10-11 16:48:57,IP Address,148.88.245.217,100,980,True,2022-10-11 16:48:57,R_3G2K5cVzFbqAydS,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,July,Male,157,The youngest of my siblings,UK,"Midlands, England",GCSE grade A-C,6,A little below average,Well below average,25000,105,Disagree,receive £100 for sure,lose £100 for sure,85,Several days,Not at all,More than half the days,Not at all,Not at all,Nearly every day,Several days,3,2,3,7 days,7 days,2 days,7 days,7 days,7 days,0 days,290,356,1987,0,0,iPhone,6,30,5,0,,,...,...,...,...,...,2,2,3,strongly agree,72,15,70,55,7,7,1,9,4,8,5,6,2,3,in imperial units alongside a metric equivalent?,25910,840646
2022-10-11 16:27:56,2022-10-11 16:50:39,IP Address,148.88.245.117,100,1362,True,2022-10-11 16:50:39,R_1LnzYOTOb6eP96l,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,159,The oldest of my siblings,Europe (not UK),,,50,A little below average,A little above the average,50000,1000,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,8,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,Several days,More than half the days,4.42,3.18,5.70,0 days,7 days,0 days,5 days,7 days,5 days,0 days,,307,213,,,iPhone,4,30,5,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,2,,6,strongly agree,60,10,25,25,3,3,2,1,9,4,5,6,8,7,in imperial units alongside a metric equivalent?,26052,681058
2022-10-11 16:40:42,2022-10-11 16:57:29,IP Address,148.88.245.252,100,1006,True,2022-10-11 16:57:29,R_2w5kBQ3Mk7JTshT,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,161,The youngest of my siblings,UK,"North West, England",A-Level Grade B / C,1,A little below average,A little below average,30000,150,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,More than half the days,More than half the days,Several days,Nearly every day,Not at all,Not at all,7,3,9,0 days,3 days,7 days,5 days,2 days,7 days,1 day,,208,474,345,564,iPhone,5,30,6,0,,,Strongly disagree,..,..,..,..,6,3,3,strongly agree,50,20,40,30,17,5,1,7,9,6,8,2,3,4,in imperial units alongside a metric equivalent?,25905,559610
2022-10-11 17:20:15,2022-10-11 17:28:35,IP Address,148.88.245.149,100,499,True,2022-10-11 17:28:35,R_1CgA1nK0iTgVssn,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,152,The oldest of my siblings,UK,"North West, England",A-Level Grade A* / A,6,Average,Average,32000,178,Agree,receive £100 for sure,lose £100 for sure,90,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,5,5,10,0 days,6 days,0 days,7 days,7 days,2 days,0 days,,737,795,,,iPhone,4,30,4,45,,,..,..,..,..,..,8,5,4,strongly agree,29,25,32,46,45,,,,,,,,,,in imperial units alongside a metric equivalent?,25951,968873
2022-10-11 17:19:40,2022-10-11 17:28:48,IP Address,13.40.74.190,100,547,True,2022-10-11 17:28:48,R_2PznvylCukh8wnr,,,,,51.5164,-0.093,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Non-binary,165,The oldest of my siblings,UK,"Midlands, England",GCSE grade A-C,3,Average,A little below average,30000,300,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,100,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,4.69,4.05,4.04,2 days,7 days,7 days,7 days,3 days,7 days,3 days,52,187,224,1,48,iPhone,6,30,3,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,6,7,strongly agree,81,29,51,40,8,7,4,2,5,3,8,1,9,6,in imperial units alongside a metric equivalent?,25956,101507
2022-10-11 17:20:55,2022-10-11 17:32:26,IP Address,148.88.245.174,100,691,True,2022-10-11 17:32:27,R_10VgsIDUnTQBfSN,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,June,Male,168,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,1,Average,A little below average,30000,130,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,5,3,5,0 days,1 day,7 days,7 days,1 day,5 days,7 days,,0,0,230,439,Android,4,0,,,2,30,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,5,1,7,strongly agree,65,5,18,4,3,2,3,5,6,7,4,8,1,9,in imperial units alongside a metric equivalent?,25887,872550
2022-10-11 17:20:54,2022-10-11 17:32:37,IP Address,148.88.245.98,100,702,True,2022-10-11 17:32:37,R_3CNoY6LvwKioHTW,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,171,An only child,UK,"Midlands, England",GCSE grade A-C,15,Average,A little below average,5000,200,Strongly disagree,receive £100 for sure,lose £100 for sure,75,Nearly every day,Nearly every day,Nearly every day,Several days,Several days,More than half the days,Nearly every day,8,5,8,0 days,7 days,5 days,7 days,7 days,5 days,0 days,,468,709,12,80,iPhone,7,30,5,30,,,..,..,..,..,..,5,2,2,strongly agree,82,61,49,40,47,,,,,,,,,,In imperial units?,26025,955031
2022-10-11 17:19:52,2022-10-11 17:32:38,IP Address,148.88.245.199,100,765,True,2022-10-11 17:32:38,R_2qDEL6wrocDh93D,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Male,175,An only child,UK,"South East, England (inc. London)",A-Level Grade B / C,5,A little above the average,A little above the average,15000,200,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,7,7,9,2 days,7 days,0 days,7 days,6 days,7 days,0 days,119,450,1174,,,iPhone,9,30,6,0,,,...,...,...,..,,8,2,3,strongly agree,15,4,38,19,10,4,1,5,6,7,8,9,2,3,in imperial units alongside a metric equivalent?,26039,562882
2022-10-11 17:14:35,2022-10-11 17:32:45,IP Address,148.88.245.198,100,1089,True,2022-10-11 17:32:45,R_Zfw6UJJ5XtPriGl,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,165,A middle child (I had older and younger siblings),UK,"South East, England (inc. London)",A-Level Grade A* / A,7,A little above the average,Average,20000,300,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Nearly every day,Nearly every day,More than half the days,More than half the days,Not at all,More than half the days,Nearly every day,5.00 seconds,3.07 seconds,4.98 seconds,1 day,7 days,0 days,3 days,7 days,0 days,0 days,142,941,922,,,iPhone,5,30,4,0,,,...,..,..,Strongly disagree,...,4,6,6,strongly agree,17,7,9,17,12,9,3,7,4,5,1,6,2,8,in imperial units alongside a metric equivalent?,25891,921379
2022-10-11 17:22:22,2022-10-11 17:34:24,IP Address,148.88.245.90,100,721,True,2022-10-11 17:34:25,R_2YxGDwIUu0SbjZh,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,170,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,10,A little below average,A little above the average,400000,150,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Several days,2secs,3secs,3.5 secs,1 day,7 days,0 days,7 days,7 days,6 days,0 days,21,1003,1176,,,iPhone,4,30,2,,,,...,Strongly disagree,..,..,...,7,8,9,strongly agree,55,46,41,30,22,4,5,1,6,2,7,8,3,9,In imperial units?,25971,676165
2022-10-11 17:20:50,2022-10-11 17:34:26,IP Address,148.88.245.131,100,815,True,2022-10-11 17:34:26,R_2xWBjpqaYXjQSxg,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Male,173,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,5,Average,A little below average,45000,200,Strongly disagree,receive £100 for sure,lose £100 for sure,85,Several days,Not at all,Several days,Not at all,Not at all,More than half the days,Not at all,7.43,5.84,8.88,1 day,2 days,7 days,0 days,7 days,7 days,2 days,48,88,201,10,256,Android,8,30,,,12,15,...,...,Strongly agree,...,,2,9,3,strongly agree,80,50,60,55,55,4,3,9,8,5,1,6,2,7,in imperial units alongside a metric equivalent?,25943,348622
2022-10-11 17:22:04,2022-10-11 17:34:46,IP Address,148.88.245.50,100,762,True,2022-10-11 17:34:47,R_1Hk5FAg4IEDUbYd,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,July,Female,165,The oldest of my siblings,Asia,,,5,Average,A little below average,20000,1000,Disagree,receive £100 for sure,lose £100 for sure,90,,,,,,,,5,3,7,0 days,7 days,0 days,0 days,0 days,7 days,0 days,,86,171,,,iPhone,4,15,4,15,,,...,...,...,...,...,0,5,7,strongly agree,50,30,40,30,3,7,1,8,9,5,3,4,2,6,in imperial units alongside a metric equivalent?,25902,295369
2022-10-11 17:20:53,2022-10-11 17:34:50,IP Address,148.88.245.80,100,836,True,2022-10-11 17:34:50,R_1nPjtxhQDeB9eVO,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,152,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,5,A little above the average,Average,25000,370,Disagree,receive £100 for sure,lose £100 for sure,70,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Several days,4,3.8,7,1 day,4 days,4 days,6 days,6 days,6 days,0 days,120,366,399,16,186,iPhone,5,30,7,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,7,6,8,strongly agree,50,62,58,42,53,4,1,3,5,6,7,8,2,9,In imperial units?,26024,416470
2022-10-11 17:20:16,2022-10-11 17:35:00,IP Address,148.88.245.120,100,884,True,2022-10-11 17:35:00,R_1q2OeQHCy1xMKgz,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,24,August,Female,173,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,10,Average,A little above the average,35000,275,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Several days,Several days,More than half the days,Several days,Not at all,Not at all,Several days,6.42,5.38,5.70,7 days,7 days,0 days,7 days,7 days,5 days,0 days,150,250,500,,,iPhone,4,0,4,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,9,7,9,strongly agree,18,19,30,28,5,4,3,2,5,6,7,8,1,9,In imperial units?,25961,153115
2022-10-11 17:21:01,2022-10-11 17:35:03,IP Address,148.88.245.151,100,842,True,2022-10-11 17:35:04,R_3noNDl0fhjSpj6Z,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,176,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,13,Average,Average,35000,250,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,85,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,11,9,18,7 days,7 days,2 days,7 days,6 days,2 days,0 days,152,569,692,0,0,iPhone,7,15,7,30,,,...,...,...,Strongly disagree,...,5,2,3,strongly agree,25,11,30,19,7,2,1,9,6,5,3,7,4,8,in imperial units alongside a metric equivalent?,25965,368533
2022-10-11 17:21:54,2022-10-11 17:35:28,IP Address,148.88.245.90,100,814,True,2022-10-11 17:35:28,R_3O8pRrRP9STYh5t,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,160,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,4,A little below average,Average,18200,150,Strongly disagree,receive £100 for sure,lose £100 for sure,70,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,8,4,6,7 days,7 days,0 days,7 days,0 days,0 days,0 days,2510,2598,1081,,,iPhone,7,30,6,30,,,..,..,..,..,..,4,7,9,agree,32,20,55,32,48,8,3,5,4,9,7,2,1,6,in imperial units alongside a metric equivalent?,25913,599151
2022-10-11 17:20:35,2022-10-11 17:35:38,IP Address,148.88.245.231,100,902,True,2022-10-11 17:35:38,R_0rfTqzUnB74kqrf,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,167,The oldest of my siblings,UK,"North East, England",GCSE grade A-C,2,Average,A little below average,30000,143,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,78,More than half the days,More than half the days,Nearly every day,Nearly every day,Several days,Nearly every day,More than half the days,5.02,4.01,6.03,1 day,2 days,7 days,7 days,7 days,4 days,2 days,324,799,494,960,953,iPhone,7,45,7,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,7,6,9,strongly agree,51,40,34,46,35,6,1,4,5,3,2,7,9,8,in imperial units alongside a metric equivalent?,25853,147127
2022-10-11 17:20:08,2022-10-11 17:35:57,IP Address,148.88.245.95,100,948,True,2022-10-11 17:35:57,R_Q3vQw5LAiB0VFMB,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,21,May,Female,158,An only child,South America,,,9,Average,Average,35000,200,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,7.86,5.24,8.06,0 days,7 days,1 day,2 days,0 days,1 day,0 days,,1035,787,20,41,iPhone,5,30,5,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,8,1,7,strongly agree,71,63,75,36,28,8,1,5,7,9,2,3,4,6,in imperial units alongside a metric equivalent?,25915,644582
2022-10-11 17:21:27,2022-10-11 17:36:08,IP Address,148.88.245.255,100,881,True,2022-10-11 17:36:08,R_2aWz9z4h5gOafKd,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Female,168,The oldest of my siblings,UK,"Midlands, England",GCSE grade A-C,4,A little below average,Average,27000,300,Strongly disagree,receive £100 for sure,lose £100 for sure,60,Nearly every day,More than half the days,More than half the days,More than half the days,Nearly every day,Nearly every day,Nearly every day,6,4,7,5 days,5 days,0 days,3 days,7 days,1 day,1 day,147,1408,1082,,,iPhone,5,30,6,15,,,..,..,..,Strongly disagree,Strongly disagree,4,6,3,strongly agree,31,30,41,40,11,5,1,8,4,9,6,3,2,7,in imperial units alongside a metric equivalent?,26028,373041
2022-10-11 17:21:38,2022-10-11 17:36:53,IP Address,148.88.245.82,100,915,True,2022-10-11 17:36:53,R_2uCmCB6sY73ZD3e,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,24,March,Female,180,The oldest of my siblings,Europe (not UK),,,27,A little below average,A little above the average,22000,275,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,78,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,10 seconds,11 seconds,18 seconds,3 days,7 days,0 days,0 days,0 days,1 day,0 days,738,811,491,,,Android,3,15,,,3,0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,6,7,3,strongly agree,19,29,30,30,24,4,1,3,5,6,2,7,8,9,In imperial units?,25977,775164
2022-10-11 17:20:44,2022-10-11 17:37:10,IP Address,148.88.245.144,100,986,True,2022-10-11 17:37:11,R_2D7XG98Cfysha9W,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Non-binary,165,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,1,Average,Average,25000,225,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Nearly every day,More than half the days,Nearly every day,More than half the days,Nearly every day,More than half the days,Nearly every day,5.18,4.79,5.82,0 days,7 days,0 days,0 days,0 days,7 days,1 day,,70,195,,,Android,4,0,,,5,,..,Strongly disagree,..,Strongly disagree,,7,6,2,strongly agree,50,40,30,30,15,8,1,4,7,2,3,6,5,9,in imperial units alongside a metric equivalent?,26033,115514
2022-10-11 17:21:01,2022-10-11 17:37:18,IP Address,148.88.245.54,100,976,True,2022-10-11 17:37:18,R_2WMAou3NmkC6VXf,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,154,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,8,A little above the average,A little above the average,25000,300,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,67,Several days,Several days,Not at all,Not at all,Not at all,Several days,Not at all,5,3,8,0 days,7 days,1 day,7 days,7 days,0 days,0 days,,614,304,11,9,iPhone,8,30,5,45,,,...,...,...,...,...,6,2,6,strongly agree,80,78,20,12,5,,,,,,,,,,In imperial units?,26014,743856
2022-10-11 17:21:04,2022-10-11 17:38:54,IP Address,148.88.245.136,100,1069,True,2022-10-11 17:38:54,R_2WBHMqZEyZWGhwA,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,March,Female,167,The youngest of my siblings,UK,"Midlands, England",GCSE grade A-C,6,Average,A little below average,40000,250,Disagree,receive £100 for sure,lose £100 for sure,85,Several days,Not at all,More than half the days,Several days,Not at all,More than half the days,Not at all,6.84,4.56,12.01,0 days,1 day,0 days,7 days,7 days,1 day,0 days,,209,347,,,iPhone,8,15,5,45,,,...,...,Strongly disagree,Strongly disagree,Strongly agree,3,6,7,strongly agree,10,20,10,18,6,1,2,4,5,6,7,3,8,9,in imperial units alongside a metric equivalent?,25938,933992
2022-10-11 17:19:49,2022-10-11 17:40:09,IP Address,148.88.245.72,100,1219,True,2022-10-11 17:40:09,R_4JEiZc1lQD3bbZn,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Male,180,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,11,A little above the average,A little below average,23000,300,Agree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,30,Not at all,Not at all,Not at all,Not at all,Not at all,More than half the days,Not at all,5.05,5.33,5.77,1 day,4 days,7 days,7 days,7 days,7 days,2 days,81,446,814,0,0,Android,20,45,,,24,0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,9,0,strongly agree,51,42,40,18,3,5,3,6,8,1,2,9,7,4,in imperial units alongside a metric equivalent?,26029,822492
2022-10-11 17:23:23,2022-10-11 17:40:38,IP Address,148.88.245.221,100,1035,True,2022-10-11 17:40:38,R_1iethBT9g5x1qbA,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,23,August,Female,178,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,7,A little below average,Average,30000,100,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Nearly every day,Nearly every day,Several days,Not at all,Several days,Nearly every day,5.54,6.38,7.13,0 days,3 days,1 day,0 days,7 days,6 days,3 days,,70,113,1,18,iPhone,4,15,,,,,Strongly disagree,Strongly disagree,...,...,Strongly disagree,5,5,2,strongly agree,50,38,67,27,51,,,,,,,,,,in imperial units alongside a metric equivalent?,26007,821215
